receipt_id,user_id,bonusPointsEarned,bonusPointsEarnedReason,createDate_epoch,createDate,dateScanned_epoch,dateScanned,finishedDate_epoch,finishedDate,ModifyDate_epoch,modifyDate,pointsAwardedDate_epoch,pointsAwardedDate,purchaseDate_epoch,purchaseDate,pointsEarned,purchasedItemCount,rewardsReceiptStatus,totalSpent
5ff1e1b60a7214ada100055c,5ff1e194b6a9d73a3a9f1052,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687478000,2021-01-03 15:24:38.000,1609687478000,2021-01-03 15:24:38.000,,,1609687478000,2021-01-03 15:24:38.000,,,1612365878000.0,2021-02-03 15:24:38,8850.0,10.0,FLAGGED,290.0
5f9c74f70a7214ad07000037,5f9c74f7c88c1415cbddb839,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604089079000,2020-10-30 20:17:59.000,1604089079000,2020-10-30 20:17:59.000,,,1609687494000,2021-01-03 15:24:54.000,1604089080000.0,2020-10-30 20:18:00,1604002679000.0,2020-10-29 20:17:59,750.0,11.0,REJECTED,1.0
5ff1e1b20a7214ada100055a,5ff1e194b6a9d73a3a9f1052,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687474000,2021-01-03 15:24:34.000,1609687474000,2021-01-03 15:24:34.000,1609687475000.0,2021-01-03 15:24:35.000,1609687475000,2021-01-03 15:24:35.000,1609687475000.0,2021-01-03 15:24:35,1612365875000.0,2021-02-03 15:24:35,300.0,1.0,FINISHED,1.0
5ff1e1e90a7214ada1000569,5ff1e1e9b6a9d73a3a9f10f6,,,1609687529000,2021-01-03 15:25:29.000,1609687529000,2021-01-03 15:25:29.000,,,1609687529000,2021-01-03 15:25:29.000,,,,,,0.0,FLAGGED,0.0
5ff1e1df0a7214ada1000564,5ff1e1dfcfcf6c399c274ab3,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687519000,2021-01-03 15:25:19.000,1609687519000,2021-01-03 15:25:19.000,1609687520000.0,2021-01-03 15:25:20.000,1609687525000,2021-01-03 15:25:25.000,1609687519000.0,2021-01-03 15:25:19,1609601119000.0,2021-01-02 15:25:19,750.0,2.0,FINISHED,11.0
5ff1e1b40a7214ada100055b,5ff1e1b4cfcf6c399c274a54,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687476000,2021-01-03 15:24:36.000,1609687476000,2021-01-03 15:24:36.000,,,1609687477000,2021-01-03 15:24:37.000,1609687476000.0,2021-01-03 15:24:36,1609601076000.0,2021-01-02 15:24:36,750.0,1.0,FLAGGED,1.0
5ff1e1eb0a720f0523000576,5ff1e1eacfcf6c399c274ae6,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687531000,2021-01-03 15:25:31.000,1609687531000,2021-01-03 15:25:31.000,1609687532000.0,2021-01-03 15:25:32.000,1609687536000,2021-01-03 15:25:36.000,1609687532000.0,2021-01-03 15:25:32,1609632000000.0,2021-01-03 00:00:00,300.0,2.0,FINISHED,26.0
5ff1e1c80a720f052300056d,5ff1e194b6a9d73a3a9f1052,5.0,All-receipts receipt bonus,1609687496000,2021-01-03 15:24:56.000,1609687496000,2021-01-03 15:24:56.000,1609687502000.0,2021-01-03 15:25:02.000,1609687502000,2021-01-03 15:25:02.000,1609687496000.0,2021-01-03 15:24:56,1609601096000.0,2021-01-02 15:24:56,5.0,2.0,FINISHED,1.0
5f9c74f90a7214ad07000038,5f9c74e3f1937815bd2c1d73,300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1604089081000,2020-10-30 20:18:01.000,1604089081000,2020-10-30 20:18:01.000,1609688395000.0,2021-01-03 15:39:55.000,1609688395000,2021-01-03 15:39:55.000,1609688395000.0,2021-01-03 15:39:55,1604002681000.0,2020-10-29 20:18:01,389.2,6.0,FINISHED,14.0
5ff1e1960a720f0523000567,5ff1e196cfcf6c399c274a38,750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687446000,2021-01-03 15:24:06.000,1609687446000,2021-01-03 15:24:06.000,1609687450000.0,2021-01-03 15:24:10.000,1609687450000,2021-01-03 15:24:10.000,1609687450000.0,2021-01-03 15:24:10,1609601046000.0,2021-01-02 15:24:06,750.0,1.0,FINISHED,1.0
5ff1e1ec0a7214ada100056c,5ff1e1eacfcf6c399c274ae6,150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",1609687532000,2021-01-03 15:25:32.000,1609687532000,2021-01-03 15:25:32.000,1609687532000.0,2021-01-03 15:25:32.000,1609687537000,2021-01-03 15:25:37.000,1609687532000.0,2021-01-03 15:25:32,1609632000000.0,2021-01-03 00:00:00,150.0,2.0,FINISHED,21.0
5ff1e1d70a720f0523000571,5ff1e194b6a9d73a3a9f1052,40.0,COMPLETE_PARTNER_RECEIPT,1609687511000,2021-01-03 15:25:11.000,1609687511000,2021-01-03 15:25:11.000,1609687512000.0,2021-01-03 15:25:12.000,1609687512000,2021-01-03 15:25:12.000,1609687512000.0,2021-01-03 15:25:12,1609601111000.0,2021-01-02 15:25:11,185.0,2.0,FINISHED,2.0
